百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,上一款三星手机是40和旋的。 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,拍照挺差的 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,k30 5g是686反正。。不是586，i降了一点摄像头 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,不对，貌似是至尊版换了IMX682，K30 5G版还是IMX686吧，这个没啥好纠结的，影响不大 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,哦，好像是换了682，就少了个啥多帧HDR和4K 60帧啥的，一般人很难用到，差别不大 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,OV就是豪威，也是出镜头的，成像不如索尼。听闻很多机主说是用的OV 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,OV啥意思  我问小米商城说是索尼4800 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,我是ⅰ 1599
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,8-128 用着还行 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,等买了k30u  就把k30 5G卖了 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,是686 586才是4800w 应该是换了682把好像 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,先有小米后有天，不买小米是
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,就这
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,765G还是去抢K30U吧 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,"i的相机是OV的4800W，K30是索尼的IMX586,6400W "
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,这个i的区别在哪里？ 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,我感觉摄像头区别没那么大，日常用够用 
百亿补贴： Redmi 红米 K30i 5G智能手机 8GB+128GB,没有I一定买 
Apple 苹果 iPhone 11 智能手机 64GB,为啥5G用不上 
Apple 苹果 iPhone 11 智能手机 64GB, 4G套餐白嫖5G网络不香吗？ 
Apple 苹果 iPhone 11 智能手机 64GB,不至于吧，现在小区连电梯里都有了，我是电信5g。 
Apple 苹果 iPhone 11 智能手机 64GB,4399以下的128啥时候才能上来 
Apple 苹果 iPhone 11 智能手机 64GB,前几天钟汉良专场3878已到手，还行。 
Apple 苹果 iPhone 11 智能手机 64GB,可以了，如果可以抢到的话。 
Apple 苹果 iPhone 11 智能手机 64GB,你家是西藏挨着印度那块地吗？ 
Apple 苹果 iPhone 11 智能手机 64GB,不是信号实在太差就给爸妈买了 
Apple 苹果 iPhone 11 智能手机 64GB,12电池缩水了 
Apple 苹果 iPhone 11 智能手机 64GB,该链接已失效？ 
Apple 苹果 iPhone 11 智能手机 64GB,这款还真未必，新的5g估计两年用不上 
Apple 苹果 iPhone 11 智能手机 64GB,49年入国军？ 
Apple 苹果 iPhone 11 智能手机 64GB,6月买的128g才降了20 
Apple 苹果 iPhone 11 智能手机 64GB,又是这家 上次买了。4天了不发货 估计砍单了 建议大家不要入坑 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,不是偏黄，是明显偏绿！！！！你知道我这里的小米专卖店都怎么掩盖至尊版的缺点么，故意把隔壁小米10Pro设置成护眼模式，这样一般人就没法对比了，我真是醉了。 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,对的，随便换个角度，那叫一个绿啊 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,严重同意，作为值得买的小股东我也说两句，屏幕真是瞎了这台手机！！！ 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,作为小米1就买了两台的伪米粉说两句！！我去实体店仔细看了三次了，屏幕观感太差了，发绿明显，明显不通透，还没隔壁的小米10屏幕观感好，苏宁定了两次都退了，白白亏了100定金！！！！这个至尊版屏幕啥玩意啊，你其他配置堆得再好，我每天看的是屏幕啊，想不偏色，只有端正坐姿，完全直视屏幕，不信你们看看那些数码博主，收了多少钱，有几个敢发声说屏幕不行的。小米10pro的拍照也是渣，下不去手，卡顿明显!!!!! 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,激活了还能退？ 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,握持角度稍微不那么端正，那个屏幕偏色就稀里糊涂。今天才从两家小米体验店回来。本来昨天抢到了透明版的优先购买资格。体验过后，实力劝退。还有那拉跨的装配工艺。前中后明显的三段，每一段中间的缝隙明显到有点剌手了。都不说个三星比，就是和oppo比，那个装配工艺都被按在地上摩擦。 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,很遗憾，正常使用看你怎么界定。如果你说坐的笔挺，把手机端着和眼镜持平成接垂直视角算正常使用的话。那么大部分我们使用手机的姿势都不是正常使用。今天特意跑了两家小米体验店。还是那个结论，拉跨。我站着握持手机，只要稍微偷懒把手摆低一点，俯视角度大一点，那个偏色就惨不忍睹。 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,我的有一个坏点换货了 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,不追求拍照的可以考虑三星s20+，还送buds+耳机，多多那6099 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,现在还真不知道买什么手机 都很贵但都有缺憾 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,这款手机除了超大超重以外没别的毛病。我用了三天受不了了退了。 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,跟p40pro的屏幕差远了 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,原价有什么好推的 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,昨天看完果断放弃 跟华为屏幕有的一比 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,不喜欢挖孔屏，不喜欢曲面屏，售价还那么高 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,这个屏幕相对于也手头的10pro   色准和平均亮度，可视角度差点。色准表现为偏黄，评论亮度不均表现为不通透，灰蒙蒙感觉。可视角度表现为边缘偏去色严重 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,可视角度不行，正常使用时还可以。 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,看评测视频 感觉是发黄是吧 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,原价5999，怎么折后还是5999 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,本来苏宁24分期买的，然后发现两个坏点，退货了 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,这个屏幕。。嗯。。自己去实体店看吧。。 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,想买的建议去实体店先看看 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,没人关心这个手机了。你看什么 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,别再推了都
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,了！！ 
MI 小米10 至尊纪念版 5G智能手机 透明版 12GB 256GB,为什么没人评论，我是来看评论的 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,上一款三星手机是40和旋的。 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,拼多多的售后很差，商家可以不鸟拼多多，因为拼多多没有自营，换货可以换半个多月，是在02112345介入才提速。买电子数码产品要小心。 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,我他么7999买多大s20+ 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,这价格我选11 pro max 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,三星全球限量第一。。。 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,三星不可能授权杜比视界的，人家自己成立个联盟，跟杜比叫板。 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,pdd，永远滴神 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,华为倒了三星都不会倒 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,我也想换三丧啊，奈何手里的手机不炸。 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,S20u0 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,我一直以为三星倒闭了，居然还没有 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,送蓝牙耳机吗 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,618 7599上车还送buds+ 坚挺啊 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,现在还有人买三星啊 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,双11，6599，就下叉 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,n20u和s20u~~谁好呀~！？ 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,这个价格可以买港版N20U 
百亿补贴： SAMSUNG 三星 Galaxy S20 Ultra 5G智能手机 12GB+256GB,降了三千了 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,限量一台，到现在也没卖出去 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,哈哈，砸手机里了吧 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,下单送直升机还是很值的 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,阿联酋迪拜 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,东子开着直升机亲自送货么？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,小米应该把他收购了 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,你不买我不买，明天还能涨100 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,东哥烂手里了 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我家小区停不了直升飞机 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,哪个能买的起韦图手机的人会特么来逛什么值得买？？？！！！ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,1999999交个朋友 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,直升机留下，手机可以带走 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我要有钱肯定买，全网络直播，买会员我才允许你看的。直升机派送多刺激。 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,卖了五六年了，没卖掉 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我花钱，让别人坐着直升飞机飞着玩？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,稀缺奢侈品不是每年要涨价20%-30%左右吗，厂家怎么舍得便宜卖，留着做传家宝不好么？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,能用微信吗？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,是2g时代卖到现在都没买出去 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这一台卖了三四年了还没卖出去？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,天天推，几年了一台都没出 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,弱弱问一句，可以安装陌陌吗？我想用附近的人YP 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,还没卖出去啊 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我想我膨胀了，不仅仅一点。因为点点来了。不仅仅这样，我还点进京东呢。最可怕的是我竟然还浏览了几款手机。 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这个VERTU厂商已经倒闭了吧，现在还搞什么2G 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,工友：起床咯，4#号楼下午可以砌砖啦！ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我：维图手机一直是我最爱的手机之一，因为他拥有昂贵价格及价值不菲的南非真钻，并且搭配最稳定去到哪里都不会掉线的TWO G平台！反正我是年年出新年年买，太值了！ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这直升机也太便宜了，还送手机，必须值 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这个不是很好用 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,哈哈哈哈哈哈 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这是真的值，就是云评测一下 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,如果不是王多鱼应该没人买吧 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我的手机号码不支持2g，不然就买了。 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,全球能卖出一台就不亏 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,两千四的威图，买到就是赚到，可惜我不喜欢小蛇 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这个限量版怎么还没卖光 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,看了下，我家周围没有停机坪，算了。 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,要是有减10元的券就好了 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,你家还要保姆吗？我来 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,不能用我99-10的优惠券，不值不值 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,发到转转有人回收吗？？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我不喜欢这个蛇，换个小猪佩奇我就买。 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,"如果那个眼镜蛇是活的，买一台送给ld qr, 给一个惊喜 "
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这种货色只有在中国有市场 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,用不了券，不值 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,下次轮也轮到我来爆料这个手机了 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,我最讨厌那种买不起，不知道性价比，只会点不值的人！ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,这店家是砸在手里了吧？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,能微信聊天吗 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,可惜不是5g，不然就给我家保姆搞一台了。 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,买这手机，影响我开拖拉机嘛？ 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,梦回2G时代 
VERTU 纬图 SIGNATURE系列 眼镜蛇限量版 高端商务手机 移动联通2G 黑金色,可不可以开坦克送，可以我就下单了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,券啥时候能领啊 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,苏宁818才3699，错过了就是错过了，多花钱是不可能的 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,OPPO马上要上市的饼干头充电器了 可以随身携带 而且我目前也是在用ACE 也是65W充满 把充电器买一个丢单位不就可以了？ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,OPPO已经开始降维打击了，这个虽然比不上findx2p，但是打一些普通的865机型还是一点问题都没有的 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,不能的，试过了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,还有38分钟充电套装不能随身带 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,我说过连续5小时？电池设置里可以看到屏幕点亮时间。上班微信钉钉，地铁上b站，下午3点必须充电。 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,最近确实看到咸鱼同价位很多单机带头的，去知乎看看 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,消费券和全品券能叠加吗 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,已经没有了  时间早就过了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,是的，9.8能领新的 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,9.8还有新的吗？ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,多找几家 一起谈 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,谢谢分享！现在就是4300元，比你贵100了。这样要考虑一下先 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,Pro是独占的imx689的镜头 很强 这个就是颗糟心的586 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,9.8又有了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,摄像头以及防尘防水，lpddr4x，阉割挺多的 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,9.8发新的 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,如果卖的不好 怎么可能涨价呢 你多找一下吧 再谈一下 我也发现好像提价了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,北京zf出的钱 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,9.8可以领，页面已经出来了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,哪来的3500？ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,亮屏5个小时？ 你怕是打了5个小时游戏吧 还有我想知道正常使用上班怎么连续亮屏5小时？话说38分钟充满电不就是让你快速回血吗？ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,我也是闲鱼看看，很多人卖，涨价了要4400 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,算了，续航尿崩，亮屏时间5小时封顶，已经出二手了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,PRO的拍照B站一堆大神解毒 我就不班门弄斧了 总结一下 这颗IMX689独占的索尼镜头很强 别人三摄就能DX评分到124 怎么可能没两把刷子呢 而且还带光学防抖 我拍视频需要 这个机器充电也牛* 65W可以38分钟充满 还有那款NO1的2K 120H刷新率的屏幕 最关键问题这个机器只有200克多一点 之前我也是准备买米10至尊的 结果那个重量直接放弃了 我反正觉得这个机器很优秀 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,这个和pro版主要差在哪里？ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,原来这样。拍照如何？是不是和正版一样的水平呢？我是不要快充的，长期慢充的，所以我不会要充电头，线。耳机我也不要的。。。。我只是想知道拍照，屏幕是不是真完美？便宜800元真是吸引人！ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,我已经买了 单官方一年保修没什么风险 算是最没有短板的旗舰手机了 我找了一个单原厂充电器的是4270一套 但是建议不要买蛮多买家的后配版充电器 是高仿的 原版充电器38分钟充满电 后配版是50分钟充满 但是也可以激活OPPO的快充功能 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,交行买单吧3899+12期免息，爽歪歪 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,反正是我最近想换机看B站视频发现有UP主推荐了这批产品 然后知乎也有大佬说了这批机器 总结来说 4200买这个机器还不错 保修也有 而且这款算是最没有短板的旗舰手机了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,你觉得值得入？有没有什么风险呢？ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,京东自营12+256不能免息，要不也买一加8了。看来要给米十了。十二期免息！ 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,全部是没有激活的 到手激活 保修只要是365天就是官翻的这批 而且普遍是单机头 没有盒子和充电器 据了解素皮最多 其次是陶瓷黑 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,真的是官方的翻新吗？怎么判断是不是官方的，还是自己翻新的。 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,下一次估计9.8，但是感觉不一定有了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,昨天把消费券给了一加的银翼了 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,嗯 最近留意pro也发现了 还以为就是pro的翻新机 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,最近小黄鱼出了一批素皮的98新官翻版 全部是X2 PRO的12+256 带一年没有激活的保修 不过都是单机头 没有充电器 成色可以充新 价格是4200左右 这个机器相当都购买价值 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,818领完了 还可以领吗 北京的大兄弟告知一下谢谢 
北京消费券： OPPO Find X2 5G智能手机 茶橘 素皮 8GB+128GB,北京消费券不是早领没了么 
